week_start,week_end,region,org_id,product_id,units,list_price_cny,discount_rate,unit_price_cny,revenue_cny,target_revenue_cny,visits,demos,trials,conversions,returns,channel
2026-08-24,2026-08-30,华东,NM-H002,NMX-02,2,98000,0.06,92100,184200,153000,5,4,2,1,0,直销
2026-08-24,2026-08-30,华东,NM-H003,NMX-01,1,240000,0.09,218400,218400,193000,5,3,3,1,0,直销
2026-08-24,2026-08-30,华东,NM-H003,NMX-02,1,98000,0.08,90200,90200,125000,6,2,2,1,0,直销
2026-08-24,2026-08-30,华东,NM-H004,NMX-01,1,240000,0.11,213600,213600,193000,3,2,1,1,0,直销
2026-08-24,2026-08-30,华东,NM-H004,NMX-02,2,98000,0.1,88200,176400,125000,5,3,3,1,0,直销
2026-08-24,2026-08-30,华北,NM-H005,NMX-01,1,240000,0.09,218400,218400,202000,5,3,1,1,0,直销
2026-08-24,2026-08-30,华北,NM-H005,NMX-02,1,98000,0.07,91100,91100,131000,4,3,3,1,0,直销
2026-08-24,2026-08-30,华北,NM-H006,NMX-01,1,240000,0.07,223200,223200,202000,3,3,2,1,0,直销
2026-08-24,2026-08-30,华北,NM-H006,NMX-02,2,98000,0.06,92100,184200,131000,4,3,2,1,0,直销
2026-08-24,2026-08-30,华北,NM-H007,NMX-01,1,240000,0.09,218400,218400,165000,4,2,2,1,0,直销
2026-08-24,2026-08-30,华北,NM-H007,NMX-02,1,98000,0.09,89200,89200,107000,6,5,3,1,0,直销
2026-08-24,2026-08-30,华北,NM-H008,NMX-01,1,240000,0.11,213600,213600,131000,5,1,1,1,0,直销
2026-08-24,2026-08-30,华北,NM-H008,NMX-02,1,98000,0.12,86200,86200,85000,4,4,2,1,0,直销
2026-08-24,2026-08-30,华南,NM-H009,NMX-01,1,240000,0.08,220800,220800,182000,4,4,3,1,0,直销
2026-08-24,2026-08-30,华南,NM-H009,NMX-02,1,98000,0.08,90200,90200,144000,6,3,1,1,0,直销
2026-08-24,2026-08-30,华南,NM-H010,NMX-01,1,240000,0.09,218400,218400,182000,5,2,1,1,0,直销
2026-08-24,2026-08-30,华南,NM-H010,NMX-02,1,98000,0.06,92100,92100,144000,7,2,2,1,0,直销
2026-08-24,2026-08-30,华南,NM-H011,NMX-01,1,240000,0.11,213600,213600,149000,5,3,3,1,0,直销
2026-08-24,2026-08-30,华南,NM-H011,NMX-02,2,98000,0.08,90200,180400,118000,5,3,2,1,0,直销
2026-08-24,2026-08-30,华南,NM-H012,NMX-01,1,240000,0.12,211200,211200,118000,3,3,2,1,0,直销
2026-08-24,2026-08-30,华南,NM-H012,NMX-02,1,98000,0.12,86200,86200,94000,5,1,1,1,0,合作伙伴
2026-08-24,2026-08-30,西部,NM-H013,NMX-01,1,240000,0.09,218400,218400,115000,5,2,1,1,0,合作伙伴
2026-08-24,2026-08-30,西部,NM-H013,NMX-02,1,98000,0.09,89200,89200,95000,6,5,3,1,0,直销
2026-08-24,2026-08-30,西部,NM-H014,NMX-01,1,240000,0.11,213600,213600,94000,4,3,1,1,0,合作伙伴
2026-08-24,2026-08-30,西部,NM-H014,NMX-02,0,98000,0.09,89200,0,78000,5,2,2,0,0,合作伙伴
2026-08-24,2026-08-30,西部,NM-H015,NMX-01,1,240000,0.1,216000,216000,94000,4,3,1,1,0,直销
2026-08-24,2026-08-30,西部,NM-H015,NMX-02,1,98000,0.1,88200,88200,78000,3,3,3,1,0,直销
2026-08-24,2026-08-30,西部,NM-H016,NMX-01,0,240000,0.13,208800,0,75000,2,2,0,0,0,直销
2026-08-24,2026-08-30,西部,NM-H016,NMX-02,1,98000,0.11,87200,87200,62000,4,2,2,1,0,合作伙伴
